시군구명,어린이집코,어린이집명,어린이집유,운영현황,우편번호,상세주소,전화번호,보육실수,보육실 면,놀이터수,CCTV총설치,보육교직원,정원,현원,시설 위도(,시설 경도(,통학차량운,서울형어린이집,750_유아인구수,750m_서울형어립이집,750m_국공립어린이집
강서구,11500000671,구립 소은어린이집,국공립,정상,7535,서울특별시 강서구 양천로67길 77 104동 101호(염창동 우성1차아파트),02-3661-6494,3,53,0,4,8,19,19,37.55617616,126.8714367,미운영,0,2013,0,6
강서구,11500000731,구립 엠밸리큰나무어린이집,국공립,정상,7795,서울특별시 강서구 마곡중앙8로1길 10,02-3663-9599,5,230,0,13,14,70,43,37.56184245,126.8360771,미운영,0,650,0,5
강서구,11500000743,구립 염창별하어린이집,국공립,정상,7562,서울특별시 강서구 공항대로 543,02-3662-7942,5,138,0,16,14,45,42,37.55074889,126.8664412,미운영,0,2298,0,9
강서구,11500000683,구립 코알라아가마을어린이집,국공립,정상,7531,서울특별시 강서구 허준로 175 608동 101호(가양동 가양6단지아파트),02-2668-3955,3,43,0,4,8,16,16,37.56307515,126.8592207,미운영,0,1219,0,8
강서구,11500000255,구립공항어린이집,국공립,정상,7625,서울특별시 강서구 남부순환로11길 81 (공항동),02-2665-1514,8,269,1,16,19,104,65,37.55704677,126.8145833,미운영,0,1900,0,6
강서구,11500000238,구립볏고을어린이집,국공립,정상,7656,서울특별시 강서구 화곡로58길 100 (화곡동),02-2605-4098,5,417,2,12,13,86,65,37.55154073,126.8560991,미운영,0,1515,0,5
강서구,11500000006,국공립 가양 7 어린이집,국공립,정상,7531,서울특별시 강서구 허준로 209 (가양동),02-2668-8606,5,196,1,8,13,79,50,37.5612567,126.8624611,미운영,0,1658,0,7
강서구,11500000437,꿈비어린이집,민간,정상,7642,서울특별시 강서구 수명로2가길 22 마곡수명산파크7단지 내 꿈비어린이집,02-2667-1768,6,121,0,7,8,45,22,37.5595365,126.8209783,미운영,0,2697,0,12
강서구,11500000384,꿈이있는어린이집,가정,정상,7552,서울특별시 강서구 공항대로59길 64 202동 106호(등촌동 한사랑삼성2차아파트),070-8292-4739,3,55,0,4,7,19,14,37.55448207,126.8639775,미운영,0,2056,0,7
강서구,11500000169,꿈초롱어린이집,가정,정상,7532,서울특별시 강서구 허준로 234 912동 106호(가양동 도시개발9단지아파트),02-2659-5333,3,55,0,3,6,13,13,37.55830669,126.8631088,미운영,0,1976,0,7
강서구,11500000610,단이슬어린이집,국공립,정상,7624,서울특별시 강서구 공항대로8가길 40,02-3662-2313,6,178,1,15,16,67,66,37.5585281,126.8141561,미운영,0,2116,0,7
강서구,11500000736,두빛나래터발도르프어린이집,협동,정상,7669,서울특별시 강서구 등촌로39마길 52,02-2653-6986,2,52,0,0,5,15,14,37.54646537,126.8574272,미운영,0,871,0,5
강서구,11500000748,등촌제일어린이집,가정,정상,7570,서울특별시 강서구 공항대로53가길 50 1층,02-6338-6046,4,55,0,12,4,18,13,37.55552463,126.8590821,미운영,0,2027,0,8
강서구,11500000702,디앤오 강서어린이집,직장,정상,7789,서울특별시 강서구 마곡중앙로 150 2층,02-2088-2021,4,151,1,12,6,36,7,37.56698994,126.8285358,미운영,0,794,0,4
강서구,11500000708,롯데중앙연구소 mom편한 어린이집,직장,정상,7594,서울특별시 강서구 마곡중앙로 201,02-6309-3148,3,149,0,10,10,36,21,37.57142394,126.827753,미운영,0,752,0,2
강서구,11500000677,마곡10 별솔어린이집,국공립,정상,7629,서울특별시 강서구 마곡중앙1로 72 1012동 1층(마곡동 마곡엠밸리10단지),02-6964-6630,5,194,1,12,14,58,58,37.55974029,126.8187227,미운영,0,2701,0,11
강서구,11500000676,마곡11 나무햇살어린이집,국공립,정상,7808,서울특별시 강서구 공항대로 124 1103동 1층(마곡동마곡엠밸리11단지),02-6958-7701,4,137,0,8,11,45,40,37.55984574,126.8214077,미운영,0,2667,0,12
강서구,11500000678,마곡12 온새미어린이집,국공립,정상,7808,서울특별시 강서구 공항대로 140 1205동 1층(마곡동 마곡엠밸리 12단지),02-2088-1722,4,149,0,8,9,46,43,37.55968624,126.8231906,미운영,0,2628,0,10
강서구,11500000696,마곡13 하나어린이집,국공립,정상,7809,서울특별시 강서구 마곡중앙1로 71 (마곡동 마곡13단지힐스테이트마스터),02-2666-4521,9,317,0,22,22,120,111,37.55776953,126.8188379,미운영,0,2552,0,10
강서구,11500000644,마곡6 마곡숲어린이집,국공립,정상,7798,서울특별시 강서구 마곡서1로 100,02-2698-1004,8,534,4,16,19,93,92,37.56382081,126.8225187,미운영,0,2668,0,13
강서구,11500000740,마곡9 나인어린이집,국공립,정상,7600,서울특별시 강서구 공항대로 103 엠밸리9단지 관리동,02-6956-5573,8,380,1,20,24,122,119,37.56201983,126.818737,미운영,0,2731,0,14
강서구,11500000686,마곡두린아이어린이집,가정,정상,7809,서울특별시 강서구 마곡중앙1로 71 1305동 102호(마곡동 마곡13단지힐스테이트마스터),02-2663-0207,3,55,0,4,6,20,20,37.55762053,126.8171547,미운영,0,2313,0,8
강서구,11500000693,마곡어린이집,가정,정상,7809,서울특별시 강서구 마곡중앙1로 71 1308동 102호(마곡동마곡13단지힐스테이트마스터),02-2665-6777,3,55,0,4,4,20,15,37.55812636,126.8179825,미운영,0,2498,0,9
강서구,11500000699,마곡코오롱어린이집,직장,정상,7793,서울특별시 강서구 마곡동로 110 1층 (마곡동 코오롱미래기술원),02-2199-1990,4,226,1,16,20,65,48,37.56459779,126.8348543,미운영,0,318,0,3
강서구,11500000428,민들레어린이집,가정,정상,7531,서울특별시 강서구 허준로 175 613동 103호(가양동 가양6단지아파트),02-3663-3664,2,68,0,3,6,16,16,37.56235296,126.8599436,미운영,0,1416,0,8
강서구,11500000555,밀알몬테소리어린이집,민간,정상,7552,서울특별시 강서구 공항대로59길 82,02-2658-9960,5,203,1,6,16,75,66,37.55545542,126.8634366,운영,0,2157,0,7
강서구,11500000019,배광 어린이집,민간,정상,7672,서울특별시 강서구 등촌로 101 (등촌동),02-2643-0126,4,105,1,5,8,39,29,37.53908194,126.8633646,운영,0,730,0,3
강서구,11500000113,별빛어린이집,국공립,정상,7571,서울특별시 강서구 공항대로 447 (등촌동),02-3661-8153,5,242,1,7,14,84,69,37.55452391,126.8615866,미운영,0,2047,0,6
강서구,11500000651,블루나인어린이집,직장,정상,7564,서울특별시 강서구 화곡로66길 186-4 186-4,02-3665-9295,10,347,1,20,13,99,42,37.55391149,126.8626047,미운영,0,2043,0,7
강서구,11500000701,사이언스파크어린이집,직장,정상,7796,서울특별시 강서구 마곡중앙10로 30,02-6941-0302,16,2245,3,58,63,300,276,37.56364049,126.8316702,미운영,0,158,0,1
강서구,11500000031,새영어린이집,민간,정상,7546,서울특별시 강서구 양천로63길 58 벽산아파트 관리동 새영어린이집,02-3661-6590,7,163,2,8,12,73,31,37.5576095,126.8660215,운영,0,1854,0,6
강서구,11500000744,성민가정어린이집,가정,정상,7550,서울특별시 강서구 화곡로68길 115 101동 111호,02-6093-8643,3,47,0,4,6,17,10,37.5571207,126.8601797,미운영,0,2122,0,8
강서구,11500000107,아이꿈터어린이집,민간,정상,7532,서울특별시 강서구 허준로 234 가양아파트 9단지내 관리사무실 2층 (가양동),02-3663-5300,4,72,0,6,4,26,6,37.55911551,126.8632573,미운영,0,1891,0,7
강서구,11500000257,아이파크어린이집,가정,정상,7671,서울특별시 강서구 등촌로 163 203동 103호(등촌동 등촌동아이파크아파트),02-2645-2629,4,55,0,5,4,19,11,37.54315626,126.8591506,미운영,0,814,0,3
강서구,11500000576,예꿈어린이집,가정,정상,7766,서울특별시 강서구 월정로 160 화곡대림아파트 1동 104호 (화곡동 361-1),070-4642-7953,3,52,2,4,7,19,19,37.53394131,126.8380757,미운영,0,1514,0,4
강서구,11500000558,주영어린이집,민간,정상,7669,서울특별시 강서구 등촌로39길 42,02-2654-2081,6,180,1,7,12,61,35,37.54643253,126.8603402,운영,0,721,0,4
강서구,11500000653,지니어스어린이집,민간,정상,7550,서울특별시 강서구 화곡로68길 102 서울 시니어스 가양타워 1층,02-3663-1004,5,150,0,12,11,49,47,37.55698815,126.8593317,미운영,0,2065,0,8
강서구,11500000602,키즈네이션어린이집,민간,정상,7535,서울특별시 강서구 양천로67길 71-7,070-7681-7990,7,356,1,8,5,83,12,37.55650617,126.8702035,미운영,0,1876,0,6
강서구,11500000595,키즈파랑새어린이집,가정,정상,7665,서울특별시 강서구 공항대로58길 46 등촌동 532-7,02-2644-9232,4,61,0,5,3,19,9,37.5497792,126.8621852,미운영,0,1681,0,7
강서구,11500000533,튼튼어린이집,민간,재개,7669,서울특별시 강서구 등촌로39라길 21 (등촌동),02-2653-3313,6,153,1,8,14,57,50,37.54688454,126.8613531,미운영,0,795,0,4
강서구,11500000611,튼튼키즈어린이집,민간,정상,7669,서울특별시 강서구 등촌로39라길 19,02-2653-3133,5,174,1,7,7,57,24,37.54681268,126.8611931,미운영,0,795,0,4
강서구,11500000224,푸르미어린이집,가정,정상,7535,서울특별시 강서구 양천로67길 32 103동 105호(염창동 신동아아파트),02-3661-7002,3,54,0,3,8,19,19,37.55468062,126.8694672,미운영,0,2324,0,9
강서구,11500000223,푸른꿈어린이집,가정,정상,7551,서울특별시 강서구 공항대로55길 50 203동 101호(등촌동 대동황토방2차아파트),02-2668-1079,3,88,0,4,7,20,19,37.55539608,126.8627689,미운영,0,2087,0,8
강서구,11500000241,프란치스코어린이집,사회복지법인,정상,7627,서울특별시 강서구 송정로1길 13 프란치스코어린이집,02-2665-7050,10,1176,1,20,40,173,142,37.55617252,126.8114542,미운영,0,1100,0,3
강서구,11500000592,하늘누리어린이집,가정,정상,7641,서울특별시 강서구 남부순환로17길 58 1층,02-6401-8018,4,90,0,4,3,20,4,37.54743636,126.8243352,미운영,0,717,0,2
강서구,11500000004,하얀돌어린이집,국공립,정상,7670,서울특별시 강서구 등촌로39가길 10 (등촌동),02-2643-5630,4,144,1,10,10,57,38,37.54587052,126.8600083,미운영,0,632,0,3
강서구,11500000587,하울어린이집,가정,정상,7667,서울특별시 강서구 등촌로53길 39 103동 107호,02-2643-6789,4,59,0,4,8,20,14,37.54923923,126.8620984,미운영,0,1477,0,6
강서구,11500000659,한국공항공사어린이집,직장,정상,7505,서울특별시 강서구 하늘길 78 .,02-2660-2630,7,389,1,33,20,85,54,37.56078389,126.7996463,미운영,0,38,0,
강서구,11500000216,한마음 어린이집,가정,정상,7544,서울특별시 강서구 양천로 637 101동 103호(염창동 삼성한마음아파트),02-6738-5307,4,54,0,4,7,19,18,37.55446676,126.8682003,미운영,0,2338,0,8
강서구,11500000367,해울어린이집,민간,정상,7547,서울특별시 강서구 양천로 595 금호타운아파트 상가 1층 (염창동),02-2654-7513,3,74,0,3,10,27,27,37.55626626,126.8651173,미운영,0,1993,0,7
강서구,11500000695,해피랜드어린이집,가정,정상,7809,서울특별시 강서구 마곡중앙1로 71 1312동 106호(마곡동마곡13단지힐스테이트마스터),02-2667-0008,3,55,0,5,5,20,20,37.55808573,126.8193917,미운영,0,2700,0,11
강서구,11500000675,행복한어린이집,가정,정상,7629,서울특별시 강서구 마곡중앙1로 72 1018동 101호(마곡동 마곡엠밸리10단지),02-6398-7839,3,71,1,4,6,20,19,37.55904703,126.8190583,미운영,0,2696,0,10
강서구,11500000747,홈앤쇼핑 어린이집,직장,정상,7807,서울특별시 강서구 공항대로 150 홈앤쇼핑 3층,02-2662-0720,3,109,0,20,7,30,10,37.55948311,126.8244219,미운영,0,2626,0,11
